,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,0,0,0,,,,,,,,,
,,,,,,,,0,0,0,0,0,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,,,,,,
,,,,,,0,0,0,0,0,0,3,0,2,,,,,,
,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,0,0,0,0,0,0,3,0,3,0,0,0,0,,,,
,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
,,0,0,0,0,0,2,0,0,4,0,0,5,0,0,0,0,0,,
,-1,0,0,0,0,0,-3,0,0,13,8,3,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,4,-3,21,,,,,,,,,,,

Nz_Order,15,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,0,1,0,,,,,,,,,
,,,,,,,,0,0,0,0,0,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,,,,,,
,,,,,,0,0,-3,0,0,0,0,0,0,,,,,,
,,,,,0,0,0,7,-10,4,0,0,0,0,0,,,,,
,,,,0,0,2,0,-5,5,0,-6,5,0,-4,0,0,,,,
,,,0,0,0,0,0,4,-3,2,2,-3,0,2,0,0,0,,,
,,0,0,0,0,-5,5,0,-3,0,-5,0,0,0,0,0,0,0,,
,0,0,0,0,0,7,-4,0,-7,12,25,7,0,2,0,0,0,0,0,
0,0,0,0,0,0,-4,4,-9,39,,,,,,,,,,,

Nz_Order,32,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,0,0,0,,,,,,,,,
,,,,,,,,0,0,0,6,0,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,,,,,,
,,,,,,0,-3,0,0,0,0,0,0,0,,,,,,
,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,0,0,0,0,0,0,4,0,0,0,0,0,0,,,,
,,,0,0,0,0,0,0,-4,0,12,-3,0,0,0,0,0,,,
,,0,0,0,0,0,4,0,0,7,-5,0,0,0,0,0,0,0,,
,0,0,0,0,0,0,-6,6,-17,22,14,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,5,-8,30,,,,,,,,,,,

Nz_Order,17,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,0,0,0,,,,,,,,,
,,,,,,,,0,0,0,0,0,,,,,,,,
,,,,,,,0,0,0,2,0,0,0,,,,,,,
,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
,,,,,0,0,0,0,-4,7,0,-2,0,0,0,,,,,
,,,,0,0,0,0,-7,10,-4,0,0,0,0,0,0,,,,
,,,0,0,0,0,0,0,0,5,3,0,0,4,0,0,0,,,
,,0,0,0,0,0,4,0,0,0,0,0,5,-6,0,0,0,0,,
