,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,0,0,0,,,,,,,,,
,,,,,,,,0,0,0,0,0,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,,,,,,
,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
,,,,,0,0,0,0,0,0,-4,0,0,0,0,,,,,
,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,0,0,0,0,-3,0,0,4,3,0,0,0,0,0,0,,,
,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,
,0,0,0,0,0,0,3,2,0,20,8,4,0,4,0,0,0,0,0,
0,0,0,0,0,4,0,0,2,15,,,,,,,,,,,

Nz_Order,14,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,0,0,0,,,,,,,,,
,,,,,,,,0,0,0,0,0,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,,,,,,
,,,,,,0,-2,-2,0,0,0,0,0,0,,,,,,
,,,,,0,-5,0,0,0,0,0,0,0,0,0,,,,,
,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
,,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0,0,,
,0,0,0,0,0,0,3,4,3,8,5,4,5,0,0,0,3,0,0,
0,0,0,0,4,0,4,5,6,12,,,,,,,,,,,

Nz_Order,19,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,0,0,0,,,,,,,,,
,,,,,,,,0,0,0,0,0,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,,,,,,
,,,,,,0,0,-6,0,0,0,0,0,0,,,,,,
,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,0,0,0,0,0,4,0,-1,0,0,0,0,0,,,,
,,,0,0,0,0,-4,0,0,6,0,0,0,0,0,0,0,,,
,,0,0,0,0,0,0,0,0,8,0,-1,0,0,0,0,0,0,,
,0,0,0,0,0,0,0,0,5,23,10,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,5,15,,,,,,,,,,,

Nz_Order,12,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,0,0,0,,,,,,,,,
,,,,,,,,0,0,0,0,0,,,,,,,,
,,,,,,,0,0,0,0,-2,0,0,,,,,,,
,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
,,,,,0,0,0,0,0,0,-3,0,0,0,0,,,,,
,,,,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,
,,,0,0,0,0,0,0,0,3,6,5,2,0,0,0,0,,,
,,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,,
