,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,0,0,0,,,,,,,,,
,,,,,,,,0,0,0,0,0,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,,,,,,
,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,0,0,0,0,0,0,-1,-2,0,0,0,0,0,0,0,,,
,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,0,0,0,0,0,0,0,0,4,14,10,1,0,0,3,0,0,0,0,
0,0,0,3,0,5,-3,7,5,18,,,,,,,,,,,

Nz_Order,13,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,0,0,0,,,,,,,,,
,,,,,,,,0,0,0,0,0,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,,,,,,
,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
,,,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
,,0,0,0,0,0,-3,0,1,0,0,0,0,0,0,0,0,0,,
,0,0,0,0,0,0,0,0,3,12,6,4,4,2,0,3,0,3,0,
0,4,0,3,0,6,-4,9,7,5,,,,,,,,,,,

Nz_Order,19,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,0,0,0,,,,,,,,,
,,,,,,,,0,0,0,0,0,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,,,,,,
,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,,,
,,-2,0,0,0,0,0,0,-4,0,-4,0,0,0,0,0,0,0,,
,0,0,0,0,0,0,-3,0,10,18,10,4,1,0,0,0,0,0,0,
0,0,0,3,-3,6,-2,13,13,6,,,,,,,,,,,

Nz_Order,17,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,0,0,0,,,,,,,,,
,,,,,,,,0,0,0,0,0,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,,,,,,
,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
,,,,,0,0,0,0,0,0,4,0,0,0,0,,,,,
,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,0,0,0,0,0,0,-2,2,4,0,0,0,0,0,0,,,
,,0,0,0,0,0,0,0,-7,0,0,-2,0,0,0,0,0,0,,
