,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,0,0,0,,,,,,,,,
,,,,,,,,0,0,0,0,0,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,,,,,,
,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,

Nz_Order,1,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,0,0,0,,,,,,,,,
,,,,,,,,0,0,0,0,0,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,,,,,,
,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
,,0,0,0,0,0,0,0,-15,15,0,0,0,0,0,0,0,0,,
,0,0,0,0,0,0,0,-12,-37,50,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,12,51,,,,,,,,,,,

Nz_Order,7,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,0,0,0,,,,,,,,,
,,,,,,,,0,0,0,0,0,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,,,,,,
,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,,,
,,0,0,0,0,0,0,0,0,0,-59,4,0,0,0,0,0,0,,
,0,0,0,0,0,0,0,0,0,63,60,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,

Nz_Order,5,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,0,0,0,,,,,,,,,
,,,,,,,,0,0,0,0,0,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,,,,,,
,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,0,0,0,0,0,0,-14,5,0,0,0,0,0,0,0,,,
,,0,0,0,0,0,0,0,-22,22,0,0,0,0,0,0,0,0,,
