0,0,6,6,6,6,25,25,25,25,25,25,40,40,40,
0,0,0,0,25,25,57,57,57,57,57,57,57,57,57,
0,0,0,0,0,38,38,38,38,38,38,38,38,38,38,
0,0,0,0,0,26,26,46,46,46,46,46,46,46,46,
0,0,0,0,0,18,59,59,59,59,59,59,59,59,59,
0,0,0,0,4,17,43,43,43,43,43,43,43,43,43,
0,0,0,0,3,15,52,52,89,89,89,89,89,89,89,
0,0,0,0,0,17,39,39,39,39,39,39,39,39,39,
0,0,0,0,0,21,46,46,46,46,46,46,46,46,46,
0,0,0,0,0,0,32,32,60,60,60,60,60,60,60,
0,0,0,0,0,17,92,92,92,92,92,92,92,92,92,
0,0,0,0,0,11,74,74,74,74,74,74,74,74,74,
0,0,0,0,0,0,20,59,59,59,59,59,59,59,59,
0,0,0,0,0,0,22,41,41,41,41,41,41,41,41,
0,0,0,0,0,15,52,52,52,52,52,52,52,52,52,
0,0,0,0,8,15,23,42,42,108,108,108,108,108,108,
2,2,2,2,4,13,25,37,80,80,80,80,80,80,80,
0,0,0,0,0,5,21,30,70,70,70,70,70,70,70,
0,0,0,0,0,10,43,43,43,43,43,43,43,43,43,
0,0,0,0,0,10,22,57,57,57,87,87,87,87,87,
0,0,0,0,5,14,31,31,65,65,65,65,65,65,65,
0,0,0,0,0,10,60,60,60,60,60,60,60,60,60,
0,0,0,0,0,9,18,55,55,55,55,55,55,55,55,
0,0,0,0,0,11,19,28,53,53,108,108,108,108,108,
0,0,0,0,5,15,37,80,80,80,80,80,80,80,80,
0,0,0,4,6,14,23,42,42,86,86,86,86,86,86,
0,0,0,0,0,11,17,34,41,61,108,138,138,138,138,
0,0,0,0,5,11,24,30,72,72,72,72,72,72,72,
0,0,0,0,0,5,26,26,91,91,91,91,91,91,91,
0,0,1,1,1,1,26,58,58,58,58,62,73,73,73,
0,0,0,0,0,8,13,19,32,52,75,513,513,513,513,
0,0,0,0,4,10,17,36,36,72,72,101,101,101,101,
0,0,0,0,7,13,17,30,43,43,92,92,92,92,92,
0,0,0,2,2,13,41,41,41,52,52,52,52,52,52,
0,0,0,3,3,9,18,24,44,44,83,83,83,83,83,
0,0,0,0,0,9,19,19,21,21,25,25,25,513,513,

0,0,12,5,9,8,8,6,6,6,6,11,0,9,0,1,
